,Time,Dominant Freq.,X,Y,Amplitude,Phase,,Wavelength,Amp/Wave
0,1603,FALSE,25,0,1.46917826,-0.279774883,,0.04,36.72945651
1,1603,FALSE,24,1,1.5126885,-0.652551951,,0.041666667,36.30452401
0,1604,FALSE,25,0,1.469078493,-0.288767095,,0.04,36.72696232
1,1604,FALSE,24,1,1.513529499,-0.660827084,,0.041666667,36.32470799
0,1605,FALSE,25,0,1.469474865,-0.297707007,,0.04,36.73687162
1,1605,FALSE,24,1,1.514119115,-0.669044971,,0.041666667,36.33885877
0,1606,FALSE,25,0,1.469761797,-0.306609443,,0.04,36.74404492
1,1606,FALSE,24,1,1.514324583,-0.677282839,,0.041666667,36.34378999
0,1607,FALSE,25,0,1.470153349,-0.315818064,,0.04,36.75383373
1,1607,FALSE,24,1,1.515158373,-0.685727528,,0.041666667,36.36380094
0,1608,FALSE,25,0,1.471010805,-0.325010202,,0.04,36.77527012
1,1608,FALSE,24,1,1.515700314,-0.694076579,,0.041666667,36.37680753
0,1609,FALSE,25,0,1.471493075,-0.33430033,,0.04,36.78732688
1,1609,FALSE,24,1,1.516582234,-0.701996484,,0.041666667,36.39797361
0,1610,FALSE,25,0,1.472070094,-0.344079245,,0.04,36.80175234
1,1610,FALSE,24,1,1.517418667,-0.710236239,,0.041666667,36.418048
0,1611,FALSE,25,0,1.472977142,-0.353550872,,0.04,36.82442854
1,1611,FALSE,24,1,1.517642436,-0.718403853,,0.041666667,36.42341846
0,1612,FALSE,25,0,1.473394821,-0.363099671,,0.04,36.83487051
1,1612,FALSE,24,1,1.518632778,-0.726738771,,0.041666667,36.44718667
0,1613,FALSE,25,0,1.473597007,-0.372196018,,0.04,36.83992518
1,1613,FALSE,24,1,1.519046437,-0.73536845,,0.041666667,36.45711449
0,1614,FALSE,25,0,1.473414716,-0.381292167,,0.04,36.83536791
1,1614,FALSE,24,1,1.519112905,-0.743843859,,0.041666667,36.45870972
0,1615,FALSE,25,0,1.473945115,-0.390061176,,0.04,36.84862787
1,1615,FALSE,24,1,1.520198325,-0.752301486,,0.041666667,36.4847598
0,1616,FALSE,25,0,1.47441292,-0.399308153,,0.04,36.860323
1,1616,FALSE,24,1,1.521125356,-0.760837635,,0.041666667,36.50700855
0,1617,FALSE,25,0,1.474309541,-0.409052135,,0.04,36.85773851
1,1617,FALSE,24,1,1.521415613,-0.76904313,,0.041666667,36.5139747
0,1618,FALSE,25,0,1.474159115,-0.41833093,,0.04,36.85397788
1,1618,FALSE,24,1,1.521911465,-0.777738911,,0.041666667,36.52587515
0,1619,FALSE,25,0,1.474600435,-0.427529825,,0.04,36.86501088
1,1619,FALSE,24,1,1.522496853,-0.786241878,,0.041666667,36.53992448
0,1620,FALSE,25,0,1.475548062,-0.436715638,,0.04,36.88870154
1,1620,FALSE,24,1,1.522636143,-0.7945884,,0.041666667,36.54326742
0,1621,FALSE,25,0,1.475809431,-0.446322703,,0.04,36.89523578
1,1621,FALSE,24,1,1.522579426,-0.802650157,,0.041666667,36.54190622
0,1622,FALSE,25,0,1.475920772,-0.455726705,,0.04,36.89801931
1,1622,FALSE,24,1,1.523012464,-0.811038845,,0.041666667,36.55229914
0,1623,FALSE,25,0,1.476169096,-0.465140509,,0.04,36.90422739
1,1623,FALSE,24,1,1.523346561,-0.81922158,,0.041666667,36.56031745
0,1624,FALSE,25,0,1.476909378,-0.474439536,,0.04,36.92273444
1,1624,FALSE,24,1,1.523911722,-0.827709873,,0.041666667,36.57388132
0,1625,FALSE,25,0,1.47733572,-0.483646307,,0.04,36.93339299
1,1625,FALSE,24,1,1.525409445,-0.836040907,,0.041666667,36.60982669
0,1626,FALSE,25,0,1.477992819,-0.493071986,,0.04,36.94982048
1,1626,FALSE,24,1,1.525696824,-0.844145298,,0.041666667,36.61672379
0,1627,FALSE,25,0,1.478409742,-0.502338103,,0.04,36.96024356
1,1627,FALSE,24,1,1.52650705,-0.852486563,,0.041666667,36.63616921
0,1628,FALSE,25,0,1.479148886,-0.511463919,,0.04,36.97872215
1,1628,FALSE,24,1,1.526818603,-0.860671864,,0.041666667,36.64364646
0,1629,FALSE,25,0,1.479988456,-0.520808136,,0.04,36.99971141
1,1629,FALSE,24,1,1.526991626,-0.868849394,,0.041666667,36.64779903
0,1630,FALSE,25,0,1.481323767,-0.530035853,,0.04,37.03309417
1,1630,FALSE,24,1,1.527180267,-0.876751166,,0.041666667,36.6523264
0,1631,FALSE,25,0,1.482929772,-0.539174136,,0.04,37.07324429
1,1631,FALSE,24,1,1.527344789,-0.885088916,,0.041666667,36.65627493
0,1632,FALSE,25,0,1.484001855,-0.548401435,,0.04,37.10004638
1,1632,FALSE,24,1,1.528053051,-0.893009673,,0.041666667,36.67327322
0,1633,FALSE,25,0,1.484909675,-0.557775862,,0.04,37.12274188
1,1633,FALSE,24,1,1.528496487,-0.901326211,,0.041666667,36.68391569
0,1634,FALSE,25,0,1.485006277,-0.567099739,,0.04,37.12515693
1,1634,FALSE,24,1,1.528538365,-0.909318646,,0.041666667,36.68492076
0,1635,FALSE,25,0,1.485767931,-0.576497185,,0.04,37.14419827
1,1635,FALSE,24,1,1.528731165,-0.917721766,,0.041666667,36.68954796
0,1636,FALSE,25,0,1.48624768,-0.585834791,,0.04,37.15619201
1,1636,FALSE,24,1,1.528640561,-0.925966166,,0.041666667,36.68737348
0,1637,FALSE,25,0,1.487306381,-0.595303258,,0.04,37.18265953
1,1637,FALSE,24,1,1.528581723,-0.934016664,,0.041666667,36.68596135
0,1638,FALSE,25,0,1.487965833,-0.605372653,,0.04,37.19914582
1,1638,FALSE,24,1,1.528653293,-0.942016378,,0.041666667,36.68767904
0,1639,FALSE,25,0,1.488849639,-0.614812205,,0.04,37.22124098
1,1639,FALSE,24,1,1.529096205,-0.950135643,,0.041666667,36.69830892
0,1640,FALSE,25,0,1.490060714,-0.624272491,,0.04,37.25151786
1,1640,FALSE,24,1,1.529515124,-0.958001496,,0.041666667,36.70836298
0,1641,FALSE,25,0,1.491221585,-0.633436091,,0.04,37.28053963
1,1641,FALSE,24,1,1.530013685,-0.965971721,,0.041666667,36.72032845
0,1642,FALSE,25,0,1.491997583,-0.642528298,,0.04,37.29993958
1,1642,FALSE,24,1,1.530721712,-0.973593783,,0.041666667,36.73732109
0,1643,FALSE,25,0,1.492720486,-0.65212449,,0.04,37.31801216
1,1643,FALSE,24,1,1.531499443,-0.981511201,,0.041666667,36.75598663
0,1644,FALSE,25,0,1.493084171,-0.661706298,,0.04,37.32710427
1,1644,FALSE,24,1,1.532031072,-0.98926952,,0.041666667,36.76874574
0,1645,FALSE,25,0,1.493685335,-0.670772492,,0.04,37.34213336
1,1645,FALSE,24,1,1.533303718,-0.997563325,,0.041666667,36.79928923
0,1646,FALSE,25,0,1.495053658,-0.67996602,,0.04,37.37634146
1,1646,FALSE,24,1,1.534687111,-1.005815319,,0.041666667,36.83249066
0,1647,FALSE,25,0,1.496018797,-0.689429704,,0.04,37.40046992
1,1647,FALSE,24,1,1.534857071,-1.013777517,,0.041666667,36.83656971
0,1648,FALSE,25,0,1.496430076,-0.698607719,,0.04,37.4107519
1,1648,FALSE,24,1,1.535462072,-1.021760159,,0.041666667,36.85108973
0,1649,FALSE,25,0,1.497614882,-0.707284517,,0.04,37.44037204
1,1649,FALSE,24,1,1.535510585,-1.030187679,,0.041666667,36.85225403
0,1650,FALSE,25,0,1.49916328,-0.716620273,,0.04,37.47908199
1,1650,FALSE,24,1,1.536527225,-1.038379045,,0.041666667,36.87665339
0,1651,FALSE,25,0,1.500136314,-0.725863936,,0.04,37.50340785
1,1651,FALSE,24,1,1.537000688,-1.046829645,,0.041666667,36.88801652
0,1652,FALSE,25,0,1.500955097,-0.735031172,,0.04,37.52387743
1,1652,FALSE,24,1,1.537327127,-1.055208807,,0.041666667,36.89585105
0,1653,FALSE,25,0,1.501035183,-0.743872603,,0.04,37.52587958
1,1653,FALSE,24,1,1.538504666,-1.063504,,0.041666667,36.92411198
0,1654,FALSE,25,0,1.501060682,-0.753000728,,0.04,37.52651706
1,1654,FALSE,24,1,1.539375858,-1.071799918,,0.041666667,36.94502058
0,1655,FALSE,25,0,1.501892946,-0.761980592,,0.04,37.54732365
1,1655,FALSE,24,1,1.540052031,-1.079807254,,0.041666667,36.96124875
0,1656,FALSE,25,0,1.502194866,-0.770839985,,0.04,37.55487166
1,1656,FALSE,24,1,1.540119248,-1.088160288,,0.041666667,36.96286195
0,1657,FALSE,25,0,1.502769978,-0.780427652,,0.04,37.56924946
1,1657,FALSE,24,1,1.54057063,-1.096611669,,0.041666667,36.97369512
0,1658,FALSE,25,0,1.503847144,-0.789740103,,0.04,37.59617859
1,1658,FALSE,24,1,1.540532923,-1.105250533,,0.041666667,36.97279015
0,1659,FALSE,25,0,1.505282624,-0.798523139,,0.04,37.63206561
1,1659,FALSE,24,1,1.540819447,-1.113629191,,0.041666667,36.97966674
0,1660,FALSE,25,0,1.506050635,-0.807966189,,0.04,37.65126586
1,1660,FALSE,24,1,1.541267334,-1.121653406,,0.041666667,36.99041601
0,1661,FALSE,25,0,1.506902423,-0.817526375,,0.04,37.67256058
1,1661,FALSE,24,1,1.54162206,-1.130132976,,0.041666667,36.99892945
0,1662,FALSE,25,0,1.506936503,-0.826679214,,0.04,37.67341258
1,1662,FALSE,24,1,1.541823956,-1.138729504,,0.041666667,37.00377495
0,1663,FALSE,25,0,1.506747585,-0.836056269,,0.04,37.66868963
1,1663,FALSE,24,1,1.542681123,-1.147148796,,0.041666667,37.02434695
0,1664,FALSE,25,0,1.506618905,-0.845416577,,0.04,37.66547263
1,1664,FALSE,24,1,1.542773489,-1.155198905,,0.041666667,37.02656373
0,1665,FALSE,25,0,1.506499434,-0.854770873,,0.04,37.66248584
1,1665,FALSE,24,1,1.543425971,-1.163382798,,0.041666667,37.0422233
0,1666,FALSE,25,0,1.506682925,-0.86388013,,0.04,37.66707312
1,1666,FALSE,24,1,1.543624307,-1.171702663,,0.041666667,37.04698337
0,1667,FALSE,25,0,1.507311454,-0.873216369,,0.04,37.68278636
1,1667,FALSE,24,1,1.543312567,-1.179916271,,0.041666667,37.03950162
0,1668,FALSE,25,0,1.507910919,-0.882483254,,0.04,37.69777297
1,1668,FALSE,24,1,1.543165488,-1.18805171,,0.041666667,37.03597171
0,1669,FALSE,25,0,1.508876909,-0.891716922,,0.04,37.72192272
1,1669,FALSE,24,1,1.544151674,-1.196012541,,0.041666667,37.05964018
0,1670,FALSE,25,0,1.509632073,-0.900955478,,0.04,37.74080183
1,1670,FALSE,24,1,1.544283174,-1.203891707,,0.041666667,37.06279618
0,1671,FALSE,25,0,1.510370402,-0.910510047,,0.04,37.75926004
1,1671,FALSE,24,1,1.544676644,-1.211624268,,0.041666667,37.07223945
0,1672,FALSE,25,0,1.511527868,-0.919894847,,0.04,37.7881967
1,1672,FALSE,24,1,1.54546922,-1.219546016,,0.041666667,37.09126128
0,1673,FALSE,25,0,1.512441119,-0.929301503,,0.04,37.81102798
1,1673,FALSE,24,1,1.54523007,-1.227638054,,0.041666667,37.08552168
0,1674,FALSE,25,0,1.512507752,-0.938552463,,0.04,37.8126938
1,1674,FALSE,24,1,1.546347464,-1.235749704,,0.041666667,37.11233913
0,1675,FALSE,25,0,1.513432585,-0.947811557,,0.04,37.83581462
1,1675,FALSE,24,1,1.547156553,-1.243832912,,0.041666667,37.13175726
0,1676,FALSE,25,0,1.513691571,-0.957106604,,0.04,37.84228927
1,1676,FALSE,24,1,1.547945079,-1.252017299,,0.041666667,37.1506819
0,1677,FALSE,25,0,1.514340033,-0.966371574,,0.04,37.85850083
1,1677,FALSE,24,1,1.548275381,-1.259985846,,0.041666667,37.15860914
0,1678,FALSE,25,0,1.514606376,-0.975686901,,0.04,37.8651594
1,1678,FALSE,24,1,1.549391073,-1.268284612,,0.041666667,37.18538574
0,1679,FALSE,25,0,1.515925159,-0.984615364,,0.04,37.89812897
1,1679,FALSE,24,1,1.550308954,-1.275980234,,0.041666667,37.20741489
0,1680,FALSE,25,0,1.51708602,-0.994209527,,0.04,37.9271505
1,1680,FALSE,24,1,1.550963976,-1.283929672,,0.041666667,37.22313542
0,1681,FALSE,25,0,1.517960321,-1.003853925,,0.04,37.94900803
1,1681,FALSE,24,1,1.551456734,-1.291903672,,0.041666667,37.23496162
0,1682,FALSE,25,0,1.518520627,-1.013064377,,0.04,37.96301567
1,1682,FALSE,24,1,1.552463225,-1.299837304,,0.041666667,37.25911741
0,1683,FALSE,25,0,1.519026662,-1.022731233,,0.04,37.97566655
1,1683,FALSE,24,1,1.552256443,-1.308163061,,0.041666667,37.25415464
0,1684,FALSE,25,0,1.519085059,-1.032462782,,0.04,37.97712647
1,1684,FALSE,24,1,1.552616959,-1.316249553,,0.041666667,37.26280703
0,1685,FALSE,25,0,1.519352174,-1.041968583,,0.04,37.98380434
1,1685,FALSE,24,1,1.552896132,-1.324662068,,0.041666667,37.26950717
0,1686,FALSE,25,0,1.519946895,-1.051298432,,0.04,37.99867237
1,1686,FALSE,24,1,1.553292648,-1.332875573,,0.041666667,37.27902354
0,1687,FALSE,25,0,1.520574072,-1.060918623,,0.04,38.0143518
1,1687,FALSE,24,1,1.553737392,-1.341487112,,0.041666667,37.2896974
0,1688,FALSE,25,0,1.520678752,-1.070432679,,0.04,38.0169688
1,1688,FALSE,24,1,1.554460848,-1.349915251,,0.041666667,37.30706036
0,1689,FALSE,25,0,1.521134492,-1.0798439,,0.04,38.0283623
1,1689,FALSE,24,1,1.554657514,-1.357944672,,0.041666667,37.31178033
0,1690,FALSE,25,0,1.521152475,-1.088913741,,0.04,38.02881186
1,1690,FALSE,24,1,1.555175707,-1.366566583,,0.041666667,37.32421697
0,1691,FALSE,25,0,1.521424304,-1.098009526,,0.04,38.0356076
1,1691,FALSE,24,1,1.555947495,-1.374990655,,0.041666667,37.34273989
0,1692,FALSE,25,0,1.522277731,-1.106983651,,0.04,38.05694326
1,1692,FALSE,24,1,1.557002877,-1.383540192,,0.041666667,37.36806905
0,1693,FALSE,25,0,1.521846451,-1.116313573,,0.04,38.04616128
1,1693,FALSE,24,1,1.557659295,-1.392029508,,0.041666667,37.38382307
0,1694,FALSE,25,0,1.522868146,-1.125846584,,0.04,38.07170366
1,1694,FALSE,24,1,1.558568333,-1.400175146,,0.041666667,37.40563999
0,1695,FALSE,25,0,1.522794705,-1.135171629,,0.04,38.06986761
1,1695,FALSE,24,1,1.559333333,-1.408417728,,0.041666667,37.424
0,1696,FALSE,25,0,1.522429826,-1.144384605,,0.04,38.06074566
1,1696,FALSE,24,1,1.560098093,-1.416442343,,0.041666667,37.44235424
0,1697,FALSE,25,0,1.52298256,-1.153626158,,0.04,38.07456401
1,1697,FALSE,24,1,1.560747052,-1.424654986,,0.041666667,37.45792926
0,1698,FALSE,25,0,1.522899719,-1.163335082,,0.04,38.07249299
1,1698,FALSE,24,1,1.560866116,-1.432840648,,0.041666667,37.46078678
0,1699,FALSE,25,0,1.523456275,-1.172938667,,0.04,38.08640689
1,1699,FALSE,24,1,1.560672372,-1.440901915,,0.041666667,37.45613693
0,1700,FALSE,25,0,1.524095509,-1.182258648,,0.04,38.10238773
1,1700,FALSE,24,1,1.561461472,-1.448973603,,0.041666667,37.47507534
0,1701,FALSE,25,0,1.525159894,-1.19191482,,0.04,38.12899735
1,1701,FALSE,24,1,1.561796072,-1.456724906,,0.041666667,37.48310573
0,1702,FALSE,25,0,1.525380813,-1.201537753,,0.04,38.13452033
1,1702,FALSE,24,1,1.563002404,-1.464847977,,0.041666667,37.51205769
0,1703,FALSE,25,0,1.52575467,-1.211114324,,0.04,38.14386675
1,1703,FALSE,24,1,1.563477737,-1.473241012,,0.041666667,37.52346569
0,1704,FALSE,25,0,1.52686203,-1.220549628,,0.04,38.17155076
1,1704,FALSE,24,1,1.563888028,-1.481677319,,0.041666667,37.53331266
0,1705,FALSE,25,0,1.527438835,-1.230035405,,0.04,38.18597088
1,1705,FALSE,24,1,1.563917573,-1.489949369,,0.041666667,37.53402176
0,1706,FALSE,25,0,1.527789968,-1.239453193,,0.04,38.19474919
1,1706,FALSE,24,1,1.56436734,-1.498328469,,0.041666667,37.54481617
0,1707,FALSE,25,0,1.528070154,-1.248492195,,0.04,38.20175384
1,1707,FALSE,24,1,1.564800527,-1.506736091,,0.041666667,37.55521265
0,1708,FALSE,25,0,1.528654222,-1.257573897,,0.04,38.21635555
1,1708,FALSE,24,1,1.565693805,-1.514752002,,0.041666667,37.57665132
0,1709,FALSE,25,0,1.52899013,-1.266859951,,0.04,38.22475324
1,1709,FALSE,24,1,1.566621627,-1.523213766,,0.041666667,37.59891904
0,1710,FALSE,25,0,1.529833253,-1.275995168,,0.04,38.24583132
1,1710,FALSE,24,1,1.567417324,-1.531981508,,0.041666667,37.61801577
0,1711,FALSE,25,0,1.530561,-1.285259607,,0.04,38.264025
1,1711,FALSE,24,1,1.567703382,-1.540555393,,0.041666667,37.62488118
0,1712,FALSE,25,0,1.531520699,-1.294480349,,0.04,38.28801748
1,1712,FALSE,24,1,1.568710573,-1.548873053,,0.041666667,37.64905376
0,1713,FALSE,25,0,1.53227526,-1.303978566,,0.04,38.30688151
1,1713,FALSE,24,1,1.569500241,-1.557308838,,0.041666667,37.66800578
0,1714,FALSE,25,0,1.532385008,-1.313801825,,0.04,38.3096252
1,1714,FALSE,24,1,1.56958028,-1.565911781,,0.041666667,37.66992673
0,1715,FALSE,25,0,1.533284979,-1.323236714,,0.04,38.33212447
1,1715,FALSE,24,1,1.570264603,-1.574271927,,0.041666667,37.68635046
0,1716,FALSE,25,0,1.534326401,-1.332818646,,0.04,38.35816002
1,1716,FALSE,24,1,1.571036048,-1.582422676,,0.041666667,37.70486516
0,1717,FALSE,25,0,1.535326673,-1.342255722,,0.04,38.38316683
1,1717,FALSE,24,1,1.571620992,-1.591133237,,0.041666667,37.7189038
0,1718,FALSE,25,0,1.53602381,-1.351402561,,0.04,38.40059524
1,1718,FALSE,24,1,1.572112887,-1.599798169,,0.041666667,37.7307093
0,1719,FALSE,25,0,1.536689048,-1.360811555,,0.04,38.41722621
1,1719,FALSE,24,1,1.571449105,-1.607842746,,0.041666667,37.71477851
0,1720,FALSE,25,0,1.537010108,-1.37047287,,0.04,38.4252527
1,1720,FALSE,24,1,1.571290586,-1.616157586,,0.041666667,37.71097406
0,1721,FALSE,25,0,1.53740275,-1.379796956,,0.04,38.43506875
1,1721,FALSE,24,1,1.571530864,-1.624178047,,0.041666667,37.71674074
0,1722,FALSE,25,0,1.537764426,-1.389626801,,0.04,38.44411066
1,1722,FALSE,24,1,1.571431145,-1.632360074,,0.041666667,37.71434748
0,1723,FALSE,25,0,1.538463055,-1.399129103,,0.04,38.46157638
1,1723,FALSE,24,1,1.57106231,-1.640480385,,0.041666667,37.70549544
0,1724,FALSE,25,0,1.538491064,-1.408817939,,0.04,38.46227659
1,1724,FALSE,24,1,1.571009904,-1.648255284,,0.041666667,37.70423769
0,1725,FALSE,25,0,1.538653159,-1.41854796,,0.04,38.46632897
1,1725,FALSE,24,1,1.570863219,-1.656070187,,0.041666667,37.70071726
0,1726,FALSE,25,0,1.539391271,-1.427932128,,0.04,38.48478179
1,1726,FALSE,24,1,1.571401358,-1.664016799,,0.041666667,37.71363259
0,1727,FALSE,25,0,1.540763276,-1.437277134,,0.04,38.5190819
1,1727,FALSE,24,1,1.571393165,-1.671449472,,0.041666667,37.71343597
0,1728,FALSE,25,0,1.541551171,-1.446581351,,0.04,38.53877928
1,1728,FALSE,24,1,1.572594115,-1.679868938,,0.041666667,37.74225876
0,1729,FALSE,25,0,1.542443592,-1.455877125,,0.04,38.5610898
1,1729,FALSE,24,1,1.572930044,-1.688036791,,0.041666667,37.75032105
0,1730,FALSE,25,0,1.543156145,-1.465695928,,0.04,38.57890361
1,1730,FALSE,24,1,1.573190106,-1.696376088,,0.041666667,37.75656256
0,1731,FALSE,25,0,1.543650419,-1.475036181,,0.04,38.59126047
1,1731,FALSE,24,1,1.572428307,-1.704572709,,0.041666667,37.73827937
0,1732,FALSE,25,0,1.543761869,-1.48407918,,0.04,38.59404674
1,1732,FALSE,24,1,1.572323431,-1.712040416,,0.041666667,37.73576235
0,1733,FALSE,25,0,1.543397921,-1.493612697,,0.04,38.58494804
1,1733,FALSE,24,1,1.572343634,-1.719805651,,0.041666667,37.73624722
0,1734,FALSE,25,0,1.543707664,-1.502926452,,0.04,38.59269161
1,1734,FALSE,24,1,1.572583204,-1.727389926,,0.041666667,37.74199689
0,1735,FALSE,25,0,1.543351609,-1.512631218,,0.04,38.58379023
1,1735,FALSE,24,1,1.573065079,-1.735014219,,0.041666667,37.7535619
0,1736,FALSE,25,0,1.543482883,-1.521816654,,0.04,38.58707209
1,1736,FALSE,24,1,1.573521099,-1.743512776,,0.041666667,37.76450638
0,1737,FALSE,25,0,1.542576908,-1.531136865,,0.04,38.5644227
1,1737,FALSE,24,1,1.573968288,-1.751835603,,0.041666667,37.7752389
0,1738,FALSE,25,0,1.542675893,-1.540338843,,0.04,38.56689732
1,1738,FALSE,24,1,1.574037512,-1.760207568,,0.041666667,37.77690028
0,1739,FALSE,25,0,1.542209406,-1.548958456,,0.04,38.55523514
1,1739,FALSE,24,1,1.574224688,-1.768473948,,0.041666667,37.78139251
0,1740,FALSE,25,0,1.543189571,-1.558384591,,0.04,38.57973929
1,1740,FALSE,24,1,1.575334503,-1.776541812,,0.041666667,37.80802807
0,1741,FALSE,25,0,1.54261693,-1.568062845,,0.04,38.56542324
1,1741,FALSE,24,1,1.576492168,-1.784943137,,0.041666667,37.83581204
0,1742,FALSE,25,0,1.542349276,-1.577552482,,0.04,38.55873191
1,1742,FALSE,24,1,1.577026754,-1.793455725,,0.041666667,37.8486421
0,1743,FALSE,25,0,1.542694926,-1.586608691,,0.04,38.56737314
1,1743,FALSE,24,1,1.577161812,-1.801607165,,0.041666667,37.85188349
0,1744,FALSE,25,0,1.543325207,-1.596182919,,0.04,38.58313018
1,1744,FALSE,24,1,1.57756969,-1.810059111,,0.041666667,37.86167257
0,1745,FALSE,25,0,1.543961399,-1.605934237,,0.04,38.59903498
1,1745,FALSE,24,1,1.577853663,-1.818381214,,0.041666667,37.8684879
0,1746,FALSE,25,0,1.544043051,-1.615291233,,0.04,38.60107628
1,1746,FALSE,24,1,1.578721463,-1.82672384,,0.041666667,37.8893151
0,1747,FALSE,25,0,1.544386035,-1.624705894,,0.04,38.60965086
1,1747,FALSE,24,1,1.579728634,-1.834897061,,0.041666667,37.91348723
0,1748,FALSE,25,0,1.545188397,-1.634184206,,0.04,38.62970992
1,1748,FALSE,24,1,1.580884045,-1.843383373,,0.041666667,37.94121708
0,1749,FALSE,25,0,1.545375526,-1.643669181,,0.04,38.63438815
1,1749,FALSE,24,1,1.581967515,-1.851833213,,0.041666667,37.96722035
0,1750,FALSE,25,0,1.546127483,-1.652886633,,0.04,38.65318709
1,1750,FALSE,24,1,1.582865273,-1.860274998,,0.041666667,37.98876655
0,1751,FALSE,25,0,1.547093089,-1.662142509,,0.04,38.67732723
1,1751,FALSE,24,1,1.583265002,-1.868205468,,0.041666667,37.99836005
0,1752,FALSE,25,0,1.548280232,-1.671213058,,0.04,38.7070058
1,1752,FALSE,24,1,1.584447068,-1.876247311,,0.041666667,38.02672963
0,1753,FALSE,25,0,1.549344758,-1.680193748,,0.04,38.73361894
1,1753,FALSE,24,1,1.585242066,-1.88427785,,0.041666667,38.04580958
0,1754,FALSE,25,0,1.550430367,-1.689214175,,0.04,38.76075917
1,1754,FALSE,24,1,1.585912273,-1.892289708,,0.041666667,38.06189456
0,1755,FALSE,25,0,1.55143425,-1.698010768,,0.04,38.78585625
1,1755,FALSE,24,1,1.586247414,-1.900351063,,0.041666667,38.06993794
0,1756,FALSE,25,0,1.552249439,-1.707647575,,0.04,38.80623598
1,1756,FALSE,24,1,1.586748958,-1.908517717,,0.041666667,38.08197499
0,1757,FALSE,25,0,1.552867108,-1.717543501,,0.04,38.82167771
1,1757,FALSE,24,1,1.586949782,-1.916613568,,0.041666667,38.08679477
0,1758,FALSE,25,0,1.553631978,-1.727400814,,0.04,38.84079946
1,1758,FALSE,24,1,1.587893331,-1.924892237,,0.041666667,38.10943994
0,1759,FALSE,25,0,1.554578171,-1.736494507,,0.04,38.86445428
1,1759,FALSE,24,1,1.588909267,-1.933020155,,0.041666667,38.13382241
0,1760,FALSE,25,0,1.55515559,-1.74617357,,0.04,38.87888976
1,1760,FALSE,24,1,1.589132679,-1.94118272,,0.041666667,38.13918429
0,1761,FALSE,25,0,1.555694631,-1.755521446,,0.04,38.89236579
1,1761,FALSE,24,1,1.589795674,-1.949452558,,0.041666667,38.15509617
0,1762,FALSE,25,0,1.556394493,-1.764965647,,0.04,38.90986232
1,1762,FALSE,24,1,1.59061979,-1.957790914,,0.041666667,38.17487496
0,1763,FALSE,25,0,1.557075187,-1.774530949,,0.04,38.92687968
1,1763,FALSE,24,1,1.59140855,-1.965849113,,0.041666667,38.19380519
0,1764,FALSE,25,0,1.55778215,-1.784168009,,0.04,38.94455375
1,1764,FALSE,24,1,1.592727616,-1.973961029,,0.041666667,38.22546278
0,1765,FALSE,25,0,1.558541096,-1.793830742,,0.04,38.96352739
1,1765,FALSE,24,1,1.593425524,-1.982294791,,0.041666667,38.24221258
0,1766,FALSE,25,0,1.559729502,-1.803599092,,0.04,38.99323756
1,1766,FALSE,24,1,1.593893431,-1.990476635,,0.041666667,38.25344233
0,1767,FALSE,25,0,1.560358042,-1.813263923,,0.04,39.00895104
1,1767,FALSE,24,1,1.594716393,-1.998729661,,0.041666667,38.27319343
0,1768,FALSE,25,0,1.560908263,-1.822605739,,0.04,39.02270657
1,1768,FALSE,24,1,1.596000735,-2.006978193,,0.041666667,38.30401764
0,1769,FALSE,25,0,1.56170418,-1.831989091,,0.04,39.0426045
1,1769,FALSE,24,1,1.596834029,-2.015001541,,0.041666667,38.32401669
0,1770,FALSE,25,0,1.562037746,-1.841434167,,0.04,39.05094365
1,1770,FALSE,24,1,1.597607757,-2.023229846,,0.041666667,38.34258616
0,1771,FALSE,25,0,1.562350758,-1.850979575,,0.04,39.05876896
1,1771,FALSE,24,1,1.598564977,-2.031187485,,0.041666667,38.36555944
0,1772,FALSE,25,0,1.561971688,-1.860617503,,0.04,39.04929219
1,1772,FALSE,24,1,1.599230556,-2.03932836,,0.041666667,38.38153335
0,1773,FALSE,25,0,1.56183138,-1.869807517,,0.04,39.04578449
1,1773,FALSE,24,1,1.599587995,-2.047575463,,0.041666667,38.39011188
0,1774,FALSE,25,0,1.561984754,-1.879163802,,0.04,39.04961884
1,1774,FALSE,24,1,1.600378689,-2.055804365,,0.041666667,38.40908855
0,1775,FALSE,25,0,1.561847819,-1.888495944,,0.04,39.04619547
1,1775,FALSE,24,1,1.601414349,-2.063664199,,0.041666667,38.43394437
0,1776,FALSE,25,0,1.56191743,-1.897764833,,0.04,39.04793574
1,1776,FALSE,24,1,1.60236055,-2.072079698,,0.041666667,38.45665319
0,1777,FALSE,25,0,1.562532887,-1.90701996,,0.04,39.06332218
1,1777,FALSE,24,1,1.603087521,-2.080409074,,0.041666667,38.4741005
0,1778,FALSE,25,0,1.563086397,-1.91632991,,0.04,39.07715992
1,1778,FALSE,24,1,1.604397993,-2.089192629,,0.041666667,38.50555183
0,1779,FALSE,25,0,1.562891838,-1.925606988,,0.04,39.07229595
1,1779,FALSE,24,1,1.604942491,-2.097983937,,0.041666667,38.51861979
0,1780,FALSE,25,0,1.56331125,-1.935011608,,0.04,39.08278125
1,1780,FALSE,24,1,1.605827702,-2.106357283,,0.041666667,38.53986486
0,1781,FALSE,25,0,1.563805906,-1.944778209,,0.04,39.09514765
1,1781,FALSE,24,1,1.6065729,-2.114833248,,0.041666667,38.5577496
